69 1123
1 2 13
2 3 10
3 4 1
4 5 9
5 6 13
6 7 2
7 8 8
8 9 6
9 10 7
10 11 19
11 12 8
12 13 3
13 14 11
14 15 15
15 16 12
16 17 6
17 18 9
18 19 18
19 20 19
20 21 8
21 22 16
22 23 16
23 24 11
24 25 4
25 26 20
26 27 20
27 28 2
28 29 10
29 30 9
30 31 14
31 32 7
32 33 13
33 34 15
34 35 19
35 36 14
36 37 19
37 38 13
38 39 13
39 40 16
40 41 19
41 42 11
42 43 3
43 44 13
44 45 13
45 46 18
46 47 4
47 48 18
48 49 6
49 50 14
50 51 8
51 52 14
52 53 1
53 54 3
54 55 16
55 56 16
56 57 14
57 58 15
58 59 18
59 60 3
60 61 16
61 62 3
62 63 2
63 64 8
64 65 18
65 66 12
66 67 1
67 68 16
68 69 4
41 9 14
1 47 6
60 39 2
68 48 15
66 58 7
66 62 3
39 13 20
15 54 2
25 2 11
65 29 7
14 41 10
60 41 3
63 2 6
65 40 14
24 37 7
13 4 3
13 42 17
5 27 15
36 51 12
5 47 9
20 31 3
43 21 12
15 14 9
25 49 14
13 3 16
29 56 9
8 68 3
68 44 7
15 50 20
32 25 16
9 45 7
36 58 18
35 3 8
6 27 4
16 10 6
34 9 19
54 56 5
18 26 4
9 40 13
50 3 19
39 51 11
29 17 6
68 51 20
63 56 8
67 43 13
15 7 11
18 60 18
59 9 1
46 57 10
52 8 9
43 17 18
20 45 12
15 43 17
52 37 19
46 5 10
21 19 10
34 7 3
4 65 8
68 12 19
4 64 7
41 8 7
29 28 17
34 13 3
61 35 3
45 11 1
2 32 6
34 36 4
27 10 11
69 48 4
28 51 2
64 22 7
46 22 2
4 26 20
44 57 16
22 32 2
44 4 5
55 8 16
3 6 12
15 5 5
10 3 4
39 66 11
7 43 14
1 46 12
48 60 7
59 52 7
52 26 15
47 11 18
8 13 20
18 67 12
35 48 13
5 17 12
36 63 5
19 64 12
67 13 15
34 2 4
4 25 3
46 2 17
37 50 1
34 67 6
34 4 18
4 19 16
67 31 13
61 31 1
44 60 20
45 32 5
40 39 16
42 57 4
22 57 4
59 26 8
62 42 15
40 46 14
53 14 10
26 45 17
66 19 2
1 63 11
48 5 3
2 46 3
32 38 11
27 67 9
55 60 11
32 30 11
57 54 12
14 10 2
41 6 13
58 46 9
9 24 5
38 65 6
54 28 16
28 25 9
28 50 19
41 12 5
69 39 17
42 52 3
58 63 1
24 23 8
23 2 18
26 39 20
45 63 7
3 21 14
27 49 20
42 20 12
57 59 10
56 31 17
35 20 7
60 14 15
62 36 3
58 61 1
49 36 11
39 38 16
52 64 3
17 7 7
20 8 7
55 67 14
16 11 20
8 46 3
65 8 3
45 43 6
14 51 1
36 16 15
18 55 3
63 33 2
63 47 16
63 55 4
58 50 2
17 65 16
3 49 19
7 56 13
37 9 13
54 64 15
19 67 8
59 44 18
28 38 8
6 2 15
1 30 18
47 46 6
26 12 6
12 63 13
61 67 11
26 29 11
23 65 5
37 64 15
5 40 20
46 41 1
6 22 16
23 39 18
42 36 18
38 18 3
2 9 11
60 5 6
66 27 17
33 64 17
56 39 12
16 56 5
15 61 3
16 14 18
62 26 15
22 64 11
44 36 17
63 66 14
53 34 7
67 66 8
46 53 10
35 39 14
64 53 1
16 69 18
7 32 12
4 53 7
28 13 8
65 11 20
29 36 8
25 66 4
48 66 11
17 51 14
41 68 19
11 1 14
42 28 2
66 20 13
53 25 5
64 39 19
1 21 3
67 48 4
34 11 20
55 37 14
25 10 2
25 29 16
52 51 15
2 63 7
19 17 5
32 11 11
3 52 7
68 20 15
14 53 4
45 9 19
18 33 20
30 57 6
25 39 13
17 11 5
2 30 9
22 61 8
41 63 2
23 33 20
12 46 1
51 61 6
29 9 10
16 9 13
31 33 10
39 49 2
39 21 9
56 43 12
55 54 17
1 6 2
17 68 14
8 1 3
56 36 4
64 29 1
28 31 11
47 44 6
39 57 20
12 32 2
36 1 6
14 1 1
2 58 16
52 65 9
22 52 3
44 62 16
62 8 13
31 35 12
13 67 6
48 67 11
61 38 11
34 26 18
56 62 18
48 44 20
25 60 20
29 6 20
28 67 8
21 68 8
5 11 8
35 29 16
18 61 3
31 64 13
23 27 2
37 23 10
53 44 2
18 2 5
21 7 14
20 12 18
57 30 2
62 28 7
63 22 12
57 49 13
24 42 14
62 32 1
36 13 15
18 30 14
27 50 20
17 41 18
36 68 19
45 31 5
50 24 12
36 11 11
51 6 9
50 38 10
4 45 4
9 62 18
15 20 9
27 7 19
21 42 12
16 58 2
64 52 5
6 46 16
51 11 20
19 48 5
63 68 4
56 49 8
46 50 3
52 22 15
65 32 6
53 3 1
21 66 8
64 42 5
19 63 2
63 13 1
53 46 2
11 3 1
23 48 12
32 2 9
62 66 1
8 49 6
32 40 3
9 5 7
60 23 9
31 45 10
47 66 8
50 25 14
28 45 5
69 16 19
65 19 11
15 34 11
54 46 10
58 2 5
51 20 1
9 21 18
51 39 17
46 21 11
45 8 1
12 26 11
26 59 13
11 7 2
39 8 18
21 27 19
29 47 8
18 44 7
48 11 2
40 11 12
35 43 16
32 3 8
13 9 2
51 16 19
64 41 1
5 58 17
7 16 13
55 26 6
25 7 17
42 25 1
15 28 2
17 34 7
26 28 4
41 37 13
54 3 20
43 47 12
47 54 20
53 58 20
30 28 1
60 13 13
7 46 19
3 44 14
15 51 6
68 24 18
12 2 9
35 15 15
39 44 14
15 68 5
40 51 16
66 54 10
33 68 5
13 37 12
45 48 20
43 51 20
8 36 6
17 50 19
31 48 15
6 59 3
57 56 1
12 28 4
25 17 9
40 35 9
59 14 10
36 46 19
30 54 20
33 59 16
46 17 7
47 38 15
67 34 12
35 4 19
