37 479
1 2 18
2 3 9
3 4 18
4 5 12
5 6 19
6 7 18
7 8 5
8 9 14
9 10 17
10 11 8
11 12 1
12 13 14
13 14 10
14 15 15
15 16 10
16 17 1
17 18 9
18 19 6
19 20 10
20 21 2
21 22 16
22 23 16
23 24 6
24 25 20
25 26 12
26 27 17
27 28 18
28 29 3
29 30 11
30 31 6
31 32 11
32 33 9
33 34 7
34 35 8
35 36 12
36 37 17
29 34 10
12 24 10
5 23 16
37 22 17
11 27 18
25 15 16
15 27 4
1 17 6
9 17 14
15 2 17
31 8 13
2 17 16
17 12 3
9 14 14
37 28 17
26 6 2
28 15 9
29 7 11
24 37 1
16 35 12
10 13 1
4 32 10
19 12 3
24 20 16
22 19 12
24 22 18
27 12 10
31 15 13
9 35 3
6 16 4
18 34 7
12 16 20
1 24 2
35 23 10
31 28 14
15 23 11
5 10 16
7 18 3
11 26 3
9 31 14
30 26 17
18 16 2
24 16 16
31 29 10
23 22 15
37 15 9
34 19 12
16 3 8
37 8 6
7 34 14
2 12 15
25 5 3
34 33 12
19 33 18
33 10 18
29 6 9
23 8 8
13 36 3
27 13 1
28 35 4
12 36 15
26 2 3
3 35 3
33 31 19
32 26 4
22 33 6
27 18 10
20 8 19
13 12 15
13 2 11
24 28 1
11 28 1
8 6 11
16 31 18
4 6 2
36 8 6
31 11 18
16 34 16
27 10 2
6 21 15
12 8 2
5 18 3
1 3 7
6 18 8
21 36 17
4 13 10
7 6 13
29 37 14
16 13 14
14 23 14
21 34 19
3 33 18
14 7 2
13 25 6
34 31 10
29 22 2
34 25 7
12 37 20
3 22 13
23 18 4
14 11 19
37 1 8
21 5 13
9 20 16
2 19 3
8 26 11
35 4 10
37 25 15
1 21 10
16 14 1
27 4 10
5 8 9
9 1 19
11 25 1
27 5 16
29 21 18
7 21 10
18 37 11
21 4 2
32 21 3
1 26 19
25 6 6
7 30 10
7 14 17
36 34 14
20 33 3
16 32 5
36 13 6
36 35 19
21 7 3
15 22 5
19 10 12
29 35 10
5 16 1
17 32 4
12 14 1
21 20 4
33 8 2
8 16 12
35 14 10
17 23 1
28 17 7
25 17 17
18 30 12
12 3 1
3 29 16
22 15 2
8 15 20
23 13 1
23 10 2
2 4 5
17 10 4
24 12 12
14 30 20
4 19 11
36 22 15
35 6 15
8 28 16
25 29 8
33 12 12
37 35 6
24 15 7
35 26 16
5 22 8
24 6 1
23 32 2
6 14 12
34 10 13
25 18 6
1 29 20
15 28 19
23 29 12
26 11 19
10 1 19
30 10 15
3 10 8
16 2 13
13 21 17
26 5 3
18 28 2
17 8 6
5 19 4
15 19 2
22 6 16
32 27 12
6 2 18
34 32 4
2 18 2
10 7 15
28 34 20
24 33 3
29 19 11
22 34 16
13 32 19
15 6 15
26 8 13
2 32 8
35 37 6
29 12 17
14 9 12
13 7 11
20 11 14
37 26 16
1 20 3
13 19 1
35 19 17
6 10 12
10 23 11
27 30 1
2 14 4
35 33 14
23 6 1
14 26 1
11 36 12
30 25 9
12 6 3
36 25 17
21 10 12
10 29 20
1 32 12
12 30 4
18 21 10
16 18 18
2 15 20
13 20 14
4 2 11
6 15 5
31 27 8
22 29 3
11 24 12
28 22 2
19 28 5
3 28 7
12 34 7
14 4 5
13 35 14
23 36 5
28 20 6
17 25 4
7 2 17
27 14 10
30 4 8
11 22 17
5 2 10
17 14 3
31 23 18
9 2 2
21 23 2
9 13 9
6 20 4
10 30 1
3 37 17
23 1 14
18 14 9
2 34 4
25 13 17
9 36 11
17 26 19
20 24 20
24 26 19
20 26 3
6 26 17
1 18 5
27 20 12
2 31 15
14 31 10
31 30 10
31 37 4
17 30 11
34 29 8
29 32 18
12 21 2
20 12 12
21 32 7
13 6 12
23 20 5
6 3 18
14 36 2
29 17 15
30 28 1
32 25 6
25 1 8
17 36 5
8 4 12
30 1 16
35 18 5
11 17 7
35 2 13
22 2 7
37 36 6
9 16 17
2 23 3
29 15 14
25 12 2
27 37 11
23 12 20
32 4 15
11 37 10
35 8 17
7 23 5
8 23 7
14 37 12
21 27 6
24 27 1
11 21 4
25 9 7
18 7 9
6 34 19
12 35 4
34 20 2
25 35 14
26 23 11
7 20 17
33 18 20
20 27 6
37 11 6
4 28 10
32 22 5
6 9 15
5 11 19
8 24 18
19 17 16
14 25 4
26 34 17
36 18 14
20 23 10
25 37 18
35 30 10
15 37 12
10 33 3
22 10 2
19 11 6
14 20 4
36 3 8
3 6 8
32 16 6
23 14 20
18 23 14
15 9 8
15 34 1
33 7 18
9 4 1
22 21 8
3 26 8
12 5 13
19 27 19
18 12 9
11 8 20
28 37 14
29 14 1
18 24 10
19 25 13
12 28 20
1 10 12
19 36 2
36 26 2
25 11 14
15 10 7
21 2 7
1 25 8
8 13 5
11 1 14
11 10 17
30 24 11
6 27 12
30 37 5
22 24 11
5 25 9
20 28 16
27 3 20
31 24 2
31 35 20
19 23 5
20 2 12
9 28 10
8 22 13
9 34 18
7 24 6
33 26 5
1 35 18
37 31 6
29 28 17
4 36 19
23 21 5
27 29 6
31 20 17
22 30 14
32 3 14
36 14 3
11 7 4
4 37 1
9 32 1
7 17 10
36 7 3
2 6 13
31 1 6
26 36 16
37 9 15
35 28 10
19 8 19
6 33 2
6 31 2
25 33 1
27 36 16
3 34 2
26 37 19
30 33 20
5 24 9
1 9 20
9 18 17
30 5 7
3 24 16
10 27 3
15 30 16
30 23 13
17 5 1
26 3 1
19 35 4
23 19 7
17 16 20
12 20 12
23 25 14
3 31 11
12 10 7
25 30 20
12 32 10
7 10 9
24 18 16
33 20 19
2 13 14
35 1 13
15 3 16
31 36 16
26 28 16
13 8 18
20 10 16
33 32 13
8 7 19
8 20 3
7 1 7
9 12 2
26 24 13
19 34 3
