199 18967
1 2 18
2 3 20
3 4 14
4 5 3
5 6 8
6 7 17
7 8 5
8 9 10
9 10 17
10 11 20
11 12 10
12 13 9
13 14 19
14 15 2
15 16 9
16 17 6
17 18 20
18 19 19
19 20 15
20 21 6
21 22 17
22 23 8
23 24 2
24 25 5
25 26 1
26 27 16
27 28 8
28 29 4
29 30 20
30 31 10
31 32 3
32 33 18
33 34 1
34 35 8
35 36 20
36 37 8
37 38 17
38 39 16
39 40 9
40 41 13
41 42 7
42 43 19
43 44 14
44 45 6
45 46 12
46 47 14
47 48 11
48 49 11
49 50 4
50 51 18
51 52 8
52 53 1
53 54 17
54 55 10
55 56 5
56 57 9
57 58 17
58 59 4
59 60 5
60 61 8
61 62 5
62 63 7
63 64 5
64 65 6
65 66 6
66 67 16
67 68 5
68 69 2
69 70 4
70 71 14
71 72 7
72 73 10
73 74 4
74 75 20
75 76 15
76 77 15
77 78 5
78 79 18
79 80 18
80 81 8
81 82 7
82 83 17
83 84 20
84 85 15
85 86 6
86 87 4
87 88 4
88 89 14
89 90 19
90 91 8
91 92 2
92 93 4
93 94 14
94 95 6
95 96 9
96 97 19
97 98 14
98 99 13
99 100 13
100 101 17
101 102 18
102 103 19
103 104 18
104 105 1
105 106 18
106 107 5
107 108 8
108 109 2
109 110 2
110 111 17
111 112 1
112 113 20
113 114 13
114 115 1
115 116 14
116 117 11
117 118 16
118 119 17
119 120 4
120 121 15
121 122 4
122 123 5
123 124 18
124 125 9
125 126 3
126 127 18
127 128 20
128 129 8
129 130 2
130 131 12
131 132 16
132 133 20
133 134 10
134 135 13
135 136 12
136 137 19
137 138 17
138 139 11
139 140 12
140 141 10
141 142 7
142 143 12
143 144 9
144 145 12
145 146 12
146 147 3
147 148 14
148 149 8
149 150 11
150 151 17
151 152 2
152 153 15
153 154 14
154 155 11
155 156 15
156 157 8
157 158 20
158 159 14
159 160 15
160 161 13
161 162 5
162 163 2
163 164 4
164 165 6
165 166 14
166 167 16
167 168 4
168 169 3
169 170 18
170 171 15
171 172 4
172 173 17
173 174 7
174 175 13
175 176 8
176 177 10
177 178 7
178 179 1
179 180 17
180 181 17
181 182 9
182 183 10
183 184 3
184 185 14
185 186 12
186 187 18
187 188 1
188 189 11
189 190 3
190 191 7
191 192 16
192 193 8
193 194 8
194 195 19
195 196 13
196 197 14
197 198 14
198 199 9
38 194 3
173 107 1
141 33 11
51 14 19
117 199 9
2 171 12
115 190 15
6 170 10
142 37 8
46 7 14
43 21 17
149 194 16
77 112 14
190 163 4
44 57 14
5 58 18
123 173 3
79 130 7
115 199 13
99 48 8
119 113 17
90 62 18
3 43 10
22 198 18
26 33 16
125 182 10
81 137 15
187 34 2
163 153 5
11 138 11
100 49 9
138 36 7
180 14 13
193 12 8
1 14 12
125 139 8
181 196 17
93 160 3
96 124 2
175 111 20
173 12 14
38 149 18
105 107 18
90 100 10
74 77 2
90 2 9
65 159 18
154 29 18
78 102 20
130 77 9
121 50 7
136 87 2
187 168 18
30 59 11
83 132 20
149 198 18
132 40 8
110 194 14
3 49 19
42 178 19
146 76 16
84 189 19
125 153 5
73 182 16
98 65 3
199 191 5
79 123 2
72 10 1
94 13 13
17 31 3
193 176 12
19 38 4
85 162 4
120 36 15
13 133 4
191 109 6
190 164 1
7 37 11
193 130 8
52 146 15
43 116 14
86 135 18
118 196 20
80 116 2
25 106 14
12 97 15
188 64 15
66 48 20
152 41 16
51 70 17
156 89 19
39 174 16
158 69 6
18 148 7
111 173 13
115 161 15
27 126 13
80 191 17
169 120 19
188 147 14
131 104 13
13 119 19
182 55 19
148 72 12
31 182 17
172 74 5
34 78 14
113 157 15
62 127 8
29 92 10
65 23 9
189 12 6
65 193 9
9 142 10
78 149 6
119 122 16
99 132 5
5 22 3
78 61 6
95 89 17
