153 12976
1 2 3
2 3 19
3 4 16
4 5 17
5 6 7
6 7 6
7 8 12
8 9 9
9 10 17
10 11 12
11 12 9
12 13 16
13 14 2
14 15 15
15 16 7
16 17 3
17 18 13
18 19 17
19 20 12
20 21 6
21 22 13
22 23 4
23 24 12
24 25 18
25 26 19
26 27 11
27 28 6
28 29 4
29 30 17
30 31 7
31 32 1
32 33 19
33 34 17
34 35 16
35 36 15
36 37 3
37 38 14
38 39 19
39 40 4
40 41 10
41 42 2
42 43 12
43 44 18
44 45 3
45 46 7
46 47 16
47 48 17
48 49 11
49 50 5
50 51 8
51 52 16
52 53 17
53 54 11
54 55 19
55 56 15
56 57 2
57 58 9
58 59 12
59 60 17
60 61 5
61 62 18
62 63 18
63 64 16
64 65 6
65 66 5
66 67 10
67 68 1
68 69 18
69 70 20
70 71 4
71 72 20
72 73 1
73 74 7
74 75 17
75 76 15
76 77 13
77 78 12
78 79 12
79 80 15
80 81 16
81 82 11
82 83 10
83 84 5
84 85 2
85 86 8
86 87 11
87 88 15
88 89 9
89 90 2
90 91 11
91 92 5
92 93 12
93 94 8
94 95 20
95 96 17
96 97 13
97 98 2
98 99 17
99 100 2
100 101 1
101 102 20
102 103 1
103 104 14
104 105 7
105 106 9
106 107 8
107 108 11
108 109 1
109 110 11
110 111 6
111 112 8
112 113 2
113 114 7
114 115 4
115 116 15
116 117 7
117 118 14
118 119 9
119 120 15
120 121 16
121 122 19
122 123 19
123 124 7
124 125 19
125 126 11
126 127 3
127 128 3
128 129 12
129 130 20
130 131 16
131 132 4
132 133 11
133 134 9
134 135 17
135 136 9
136 137 17
137 138 17
138 139 12
139 140 9
140 141 7
141 142 17
142 143 9
143 144 8
144 145 3
145 146 12
146 147 2
147 148 1
148 149 6
149 150 10
150 151 15
151 152 13
152 153 1
129 125 11
114 29 5
145 117 20
65 76 20
44 69 17
83 85 5
25 79 13
11 2 17
15 47 2
70 62 14
18 37 4
97 22 8
82 38 12
113 102 18
29 17 4
127 99 2
129 124 15
69 6 3
119 45 4
117 114 19
47 131 19
126 99 18
80 52 3
23 12 9
16 65 6
128 38 8
18 38 15
139 106 2
134 96 15
22 84 14
149 130 1
6 127 4
37 54 13
105 76 18
146 117 7
26 91 20
30 133 9
3 143 20
7 123 11
55 16 13
63 11 1
74 41 20
56 77 16
89 53 4
5 46 10
138 71 1
2 125 6
56 153 12
88 31 12
63 85 11
146 19 5
52 118 6
85 20 9
18 133 10
77 137 8
98 121 16
57 122 15
19 49 2
124 137 7
137 33 12
27 30 9
144 68 6
10 55 9
14 94 16
150 25 17
142 51 18
110 74 4
31 96 6
39 148 19
109 3 2
43 30 1
28 20 14
73 55 19
33 68 13
68 65 14
48 53 2
109 35 5
61 90 8
136 128 10
153 108 6
24 150 8
102 24 4
120 122 6
39 26 16
76 93 19
137 13 7
96 146 2
153 78 7
152 85 7
146 84 20
143 132 17
40 106 10
110 72 13
81 136 18
120 58 13
94 67 13
146 9 3
104 33 12
151 31 15
44 49 8
19 38 14
15 102 15
